run_id,pipeline_name,hit_at_1,hit_at_3,hit_at_5,mrr,natural_student_hit_at_5,canonical_hit_at_5,candidate_recall,p50_latency_ms,p95_latency_ms,peak_memory_mb,decision
phase_b_b2_combination_dense_best_member_full_page_when_fits_neighbor_expansion,combination_dense_best_member_full_page_when_fits_neighbor_expansion,0.22950819672131148,0.3442622950819672,0.4262295081967213,0.340873380639974,0.4,0.43902439024390244,1.0,34.43450000031589,39.607200000091325,679.22265625,reject
phase_b_b2_combination_dense_best_member_two_relevant_windows_neighbor_expansion,combination_dense_best_member_two_relevant_windows_neighbor_expansion,0.22950819672131148,0.36065573770491804,0.4426229508196721,0.35071645195845513,0.4,0.4634146341463415,1.0,34.30500000013126,39.746100000002116,678.02734375,investigate
phase_b_b2_combination_dense_best_member_relevant_window_neighbor_expansion,combination_dense_best_member_relevant_window_neighbor_expansion,0.22950819672131148,0.3442622950819672,0.4262295081967213,0.340873380639974,0.4,0.43902439024390244,1.0,34.99280000005456,41.871400000900394,679.20703125,investigate
phase_b_b1_member_lexical_best_member,member_lexical_best_member,0.19672131147540983,0.3442622950819672,0.39344262295081966,0.315873380639974,0.35,0.4146341463414634,1.0,40.02805000027365,53.003924999757146,679.4609375,reject
phase_a_a2_unique_source_preservation_t080,unique_source_preservation_t080,0.11475409836065574,0.18032786885245902,0.4262295081967213,0.2505659396545302,0.35,0.4634146341463415,0.9672131147540983,0.03939999965041352,0.06112500000199361,197.30859375,reject
phase_a_a1_unique_source_preservation_t080,unique_source_preservation_t080,0.11475409836065574,0.18032786885245902,0.4262295081967213,0.2505659396545302,0.35,0.4634146341463415,0.9672131147540983,0.037049999946248136,0.12247499989825883,197.80078125,investigate
phase_b_b1_member_lexical_dense_fused_member,member_lexical_dense_fused_member,0.22950819672131148,0.3442622950819672,0.39344262295081966,0.33827174730063575,0.3,0.43902439024390244,1.0,42.72674999947412,49.095824999994875,679.171875,investigate
phase_b_b2_combination_lexical_dense_fused_member_two_relevant_windows_neighbor_expansion,combination_lexical_dense_fused_member_two_relevant_windows_neighbor_expansion,0.22950819672131148,0.3442622950819672,0.39344262295081966,0.3378163738944427,0.3,0.43902439024390244,1.0,52.11605000022246,59.731925000505726,679.22265625,reject
phase_b_b1_member_dense_best_member,member_dense_best_member,0.21311475409836064,0.3442622950819672,0.4098360655737705,0.3314996942171073,0.3,0.4634146341463415,1.0,22.794399999838788,26.52385000033064,678.4921875,investigate
phase_b_b0_chunk_neighbor_expansion,chunk_neighbor_expansion,0.16393442622950818,0.2459016393442623,0.3114754098360656,0.2586623406279165,0.3,0.3170731707317073,1.0,8.535349999874597,11.555150000504,196.16015625,investigate
